sentence,target,gold,ls_concat
"""We have alleged no connection between this man with any officials other than with Russian federation officials,"" James B. Comey, the U.S. attorney for the Southern District of New York, said at a news conference. He said that Tokhtakhounov ""reached out to a co-conspirator, somebody connected to the Russian Skating Federation, who did the legwork for him."" Maxwell Miller, Le Gougne's lawyer in Salt Lake City, said no evidence of organized crime influence came up in her suspension hearings before the ISU ""I think this situation vindicates the argument that we've made all along,"" he said.",reached,get hold of;maintain;turn up;rack up;stretch;achieve;enter;roll on;come at;rise;make the scene;fall;drop;equal;span;come up to;show;seize;come;hold out;lean;strike;go;gain;carry to;lunge;stand;end;overtake;show up;ring in;spread;get through;go to;land;sink;approach;roll in;get to;hit;communicate with;go as far as;keep in contact;feel for;get as far as;move;hand;gain on;get a hold of;arrive at;strain;encompass;get;get in touch;seek;join;check in;get in;stretch to;lead;affect;shake hands;contact;influence;look;attain;amount to;make it;touch;realize;come to;catch up to;shoot;pass along;extend;put out;grasp;clock in;search;make contact with;sway;sign in;go on;extend to;arrive;make;buck;pass;continue to;call;score;wind up at;accomplish;keep in touch;hit town;climb to;win,called;contacted;sought;ached;looked
"William C. Walbrecher Jr., an executive at San Francisco-based 1st Nationwide Bank, was named president and chief executive officer of Citadel Holding Corp. and its principal operating unit, Fidelity Federal Bank. The appointment takes effect Nov. 13. He succeeds James A. Taylor, who stepped down as chairman, president and chief executive in March for health reasons. Edward L. Kane succeeded Mr. Taylor as chairman.",health,strength;form;nutriment;hardihood;shape;fine feather;stamina;pink;personal;complexion;tonicity;physical;fettle;medical;well-being;top form;good condition;verdure;bloom;vigor;prime;energy;constitution;sickness;salubrity;tone;clean bill;state;salubriousness;euphoria;hardiness;lustiness;fitness;robustness;mental wellness;healthiness;soundness;wholeness;healthfulness;eupepsia;haleness,medical;heart;work;financial;life;cancer;ill
"Tibbets instantly liked the isolation and vast size of Wendover and the surrounding Bonneville Salt Flats. And he immediately liked Karnes, who showed him around the base. In Karnes, Tibbets found a kindred spirit -- and a handball partner.",liked,be fond of;take satisfaction in;fancy;derive pleasure from;care to;admire;be gratified by;hold dear;be pleased by;delight in;dig;feel fond of;go for;savor;luxuriate in;befriend;dote on;care for;get a kick out of;elect;love;esteem;will;feel disposed;relish;take an interest in;prefer;be partial to;take delight in;hanker for;feel like;be sweet on;adore;exclaim;desire;indulge in;rejoice in;enjoy;have a preference for;incline toward;choose;revel in;want;approve;take to;please;be keen on;appreciate;wish;prize;select;feast on;find appealing;cherish;stuck on;feel inclined care,loved;appreciated;enjoyed;preferred;got;admired
"She laughed, liquid, alluring, alarming. “Oh, precious! He has lovely manners, Nepthys, despite his poor taste in hats.",precious,delicate;studied;adored;pet;prizable;precieux;angel;chichi;extremely sophisticated and picky;exquisite;particular;loved;dearest;priceless;artful;persnickety;invaluable;beloved;affected;stagy;overrefined;rare;darling;dainty;favorite;fastidious;prized;costly;overnice;la-di-da;fussy;valuable;dear;expensive;treasured;high-priced;treasurable;inestimable;recherché;alembicated;showy;wonderful;cherished;choice;rich;idolized;refined;treasure;lovely;sweety;worth eyeteeth;fragile;pretentious;sweet;choosy;fine;finicky;charming;valued;nice;artificial;ostentatious;worth ones weight in gold;worth a kings ransom,dear;sweet;priceless;beautiful;holy;lovely;valuable
"We left. Nepthys shook his hands at me like he wanted to wrap them around my neck. “You idiot,” he hissed, “do you know how much you’ve set us back?",shook,make waves;concuss;flap;distress;water;flicker;dismay;unnerve;stir up;twitter;sway;waggle;rattle;tremor;quake;gesture;palpitate;weaken;totter;impair;upset;agitate;churn;flitter;oscillate;shimmer;bother;quiver;stagger;upset deeply;shudder;flutter;dodder;fling;consternate;jolt;appall;dither;jog;flourish;rock;shiver;disquiet;daunt;tremble;roil;succuss;quail;jerk;commove;jounce;chatter;disturb;jar;wave;fluctuate;whip;vibrate;undermine;frighten;convulse;knock props out;swing;intimidate;unsettle;wobble;quaver;bump;worry;unstring;horrify;throw a curve;reel;throw;brandish;shimmy;flit;set in motion;discompose;move;joggle;perturb;ruffle,waved;rubbed;held;nodded;pumped
"I didn’t imagine that Nepthys had done it, and it wasn’t without alarm that I ran after him. A black hallway opened into a space like a cathedral. The vault rose into obscurity above me, and a massive rose window stood ahead of me.",cathedral,large church;chancel;chapel;church;ornate building;temple;apse;house of worship;basilica;holy place;sanctuary;minster;house of prayer;place of worship;house of god;bishops seat,church;palace;mosque;stadium;chapel;temple;city
"“Wait, Nepthys – you said nothing about vampires. Frankly, I don’t know if we can even doing anything against a vampire. There’s an entire industry in my world based around how unkillable they are.",even,much;indeed;notwithstanding;in spite of;despite;disregarding;ever;so much as;just;really;still;actually;more;yet all the,actually;ever;really;almost;already
"A confessional too beaten-up to have been sold was shaking in a way that suggested activity inside, and where the pews had been taken out, a couple hundred people were testifying to the DJ’s moving sermon. Rachel stepped forward into the crowd while I took a moment to drink in the ceiling’s blue-lit, shadowed vault and the light-catching haze from who-knows-what rising between the DJ and the crowd. There was a terrific echo, each beat reverberating inside of the next, and the old stained-glass windows rattled in their frames.",forward,previous;onward;beforehand;out;along;antecedently;forth;past;into view;to the fore;into prominence;up;ante;on;time;precedently;vanward;ahead;frontward;toward the front in order;alee;fore;in advance;before,forth;closer;ahead
"“Thanks, Dvorov. I owe you one. Let’s go.”",owe,in hock;be obligated;be under obligation;be oblige;feel bound;credit;on the tab;ought to;get on credit;behind;incur;be into one for;be contracted;oblige;be bound;run up a bill;be in arrears;be in debt;be indebted;have borrowed;debt;beholden;lost;have an obligation be,need;deserve;give;forgive
"I need to forecast the money today, so please let me know what you would like to do. FYI-I will be out of the office all next week. Megan",office,capacity;place;appointment;shop;commission;connection;setup;obligation;charge;headquarters;situation;store;berth;business;work;bureau;trust;warehouse;employment;job;home base;role;performance;foundry;facility;billet;department;province;occupation;agency;center;building;cave;post;station;service;factory;room;territory;duty;spot;function;workplace;workstation;responsibility;suite;place of business;salt mines,work;country;area;desk;place;building
"I shook him off and squeezed between two dancing nymphs, getting almost to the edge of the dance floor. Suddenly, Amy screamed. I whirled around and threw up my arm just in time to knock Dvorov away.",Suddenly,aback;quickly;without warning;swiftly;all at once;abruptly;then;sudden;unexpectedly;unannounced;unanticipatedly;instantly;short;on spur of moment;all of a sudden;forthwith;asudden;spontaneously;unawares;unaware;momentarily,suddenly;Somehow;Finally;Clearly;Immediately;Surprisingly;Meanwhile;Then
"You wouldn't believe half of the shit I've seen, even when I was straight. It was a Friday night. Rachel and I went out to dinner, and when we finished, she saw that there was a message on her cell phone.",night,gloom;nighttime;black;darkness;midnight;twilight;obscurity;evening;before dawn;dusk;dim;dead of night;dusk to dawn;dark;pitch dark;eventide;nightfall;nighttide;bedtime;duskiness;witching hour;after hours;dark hours;part of day after sundown and before sunrise after;blackness,evening;morning;afternoon;time;tonight
"He thought about it, then handed me the pouch. I undid the strings and let the pouch sit on my palm so that I could see the stone inside. It looked like a normal river stone, a gray oval with a white stripe through it.",stone,grain;jewel;pebble;masonry;mineral;boulder;gem;ore;metal;gravel;stonework;crag;crystal;rock;hard piece of earths surface,rock;coin;piece;gem;diamond;marble
"Amy smiled at me and let go of my arm, but not before she brought my fingers to her lips and gave them one soft kiss. I stood up and Amy stood with me. “So …back to our garlicky friend?”",stood,"rank;pause;stop;endure;obtain;cock;stay;set;mount;be vertical;straighten;locate;occupy;dispose;be valid;settle;fill;put;get up;hold;rise;stand beside;take up;jump up;position;prevail;belong;poise;remain;last;go;get upright;erect;do the same;be on feet;be situated;continue;halt;place;rest;be or get upright be;be in force, exist be located,",got;rose;looked;sat;stepped;walked
"Someone woke him to say Gen. Hap Arnold, chief of the Army Air Forcesin Washington, was on the phone and asking for him. Arnold told Karnes, ""Tibbets is going to be landing in three to four hours, and I want to give him the Distinguished Service Cross, and it is your job to write up the explanation."" ""I had no idea how you wrote up an award.",give,"pony up;throw;retire;ventilate;lavish upon;extend;notify;entrust;impart;occasion;will;come across;hand out;let have;dish out;relent;produce;recede;heap upon;devote;emit;award;fold;parcel out;transmit;turn over;dispense;do;fall;hand down;supply;proffer;carry;bestow;offer;make;lay upon;evidence;contract;relax;render;fork over;administer;weaken;permit;express;surrender;confer;open;pronounce;demonstrate;utter;accord;give way;broadcast;manifest;bend;put;set forth;crumple;issue;state;part with;return;cede;subsidize;provide;grant;dispose of;hand;relinquish;cause;bestow upon;cave;perform action;commit;fold up;shrink;minister;fail;deliver;make over;gift;sag;engender;throw in;turn;break;announce;concede;transfer;yield;be a source of;endow;communicate;pass down;flex;show;slacken;allow;put on;consign;sell;dole out;indicate;apply;ante up;buckle down;lead;donate;address;crumble;vouchsafe;display;bequeath;collapse;direct;lend;remit;pass out;hold out;retreat;pose;vent;deed;read;tip;furnish;air;go;publish;tender;convey;lease;hand over;sink;present;shell out;bow to;contribute, supply, transfer",show;gift;hand
Fools! Get out of my sight now – unless you know how to put it back? …I thought as much.,now,at the moment;on the double;at once;nowadays;forthwith;first off;at this time;right now;soon;right away;pronto;this day;promptly;straightaway;momentarily;instantly;away;in nothing flat;today;immediately;in a moment;just now;like now;here and now;presently;these days;at this moment;in a minute;directly;instanter;pdq;more;presently any,
