sentence,target,gold_05,gold_01
"""What we call the lab-to-fab time should be as close to zero as possible,"" Kelly said. ""If our strategy were anything but to be on the leading edge, we'd have put the plant in Asia."" The new factory, which will begin normal production early next year, will employ about 1,000 people.",edge,frontier;advantage,berm;extremity;boundary;front;turn;corner;end;limit;threshold;vantage;frontier;advantage;position;perch;draw;circumference;line;head start;limb;margin;odds;contour;bound;hem;border;fringe;verge;rim;outline
"Le Bernardin's menu also informs diners that the restaurant will not serve swordfish to support efforts ""to recover the species."" ""I don't wish to be a spokesman for any campaign,"" Ripert said. ""I do it as somebody who has a conscience and is caring.""",campaign,cause;crusade;movement,cause;operation;expedition;fight;crusade;reason;movement;organization;drive;group
"I imagine that people do not come here for unimportant reasons.” It hissed thoughtfully. “True, true.",hissed,,seethe;jeer;whistle;shrill;make buzzing sound;sputter;whirr;boo;mock
"They were a wartime match that changed the world. Japan surrendered within days of the detonation of the atomic bombs that killed 140,000 people in Hiroshima on Aug. 6, 1945, and 70,000 in Nagasaki three days later. The story of the 509th is a tale of an elite outfit that lived in a bubble of secrecy and endured the taunts of other war-weary U.S. units that resented sharing a small Pacific island with the 509th, which appeared exempt from combat.",days,day,a week;light part of every 24 hours astronomical;day
"SEASON Bitter melons can be found in Asian and specialty produce markets primarily from spring through late fall. Right now, some particularly nice ones are in Bay Area farmers' markets. HOW TO SELECT As the gourd ripens, its color changes from near white-pale green to vivid green, often flecked with yellow, and eventually bright orange.",nice,lovely;favorable;good;pleasing;attractive;fresh;excellent;swell;pleasant;tasty;delightful;fine;decent,"friendly;lovely;favorable;good;pleasurable;pleasing;good look;winsome;genteel;attractive;becoming;winning;gracious;fresh;subtle;welcome;charming;approved;excellent;likable;accurate;swell;pleasant;tasty;careful;delightful;admirable;fine and dandy;befitting;proper;respectable;superior;commendable;fine;decent;agreeable;precise, neat, refined"
"We don’t – ” “Sure, babe. Come on, I don’t have to get fucked up every time we go out just to enjoy myself.",babe,dear;doll;darling;honey;love;baby;sweetie,little one;dear;doll;darling;honey;love;baby;sweetie
"Nepthys caught up with us after a minute and walked silently to the end of the hall. When we got there, another pale servant was waiting for us with a box of dark stained wood. He offered it to Nepthys, who opened the box: on velvet lining, a wooden hammer and two stakes.",wood,material;lumber;mahogany;timber;pine;oak,material;lumber;timberland;wooden construction;mahogany;timber;pine;hickory;oak
"Iraq has been under economic sanctions since the war ended, which some say have thwarted the country's ability to recover from the devastation of the bombing campaign. The Persian Gulf War destroyed much of the country's medical infrastructure, according to a report by the World Health Organization. In 1996 the WHO found that much of the population existed in a state of ``semi starvation.''",destroyed,ruin;eradicate;wreck;tear down;damage;smash;shatter;wipe out;eliminate;impair;demolish;decimate;crush;ravage;devastate,ruin;slay;nullify;eradicate;maim;liquidate;wreck;tear down;damage;smash;spoliate;shatter;wipe out;level;extinguish;quash;lay waste;gut;eliminate;break down;impair;demolish;decimate;overturn;swallow up;crush;ravage;devastate;desolate;erase;butcher;end;waste
"If – ” “You know what I mean. Please, if we could see him, we would be much obliged.",mean,imply,intend;propose;point to;promise;have in mind;imply;wish;want;hint at;allude to;drive at;suggest;represent;indicate;speak of;connote;say;convey add
"In addition to Ochoa, the Angels got minor-league catcher Sal Fasano. In return, the Brewers got backup catcher Jorge Fabregas and two players to be named later. By rule, the players to be named later cannot be players on the active major-league roster.",return,reciprocation;response;exchange;trade,reciprocation;profit;recompensing;reappearance;acknowledgment;response;exchange;retaliation;reparation;reversion;trade;restitution;coming again;reestablishment;reimbursement;recurrence;restoring;reply;recompense;rebound;results;report;answer;retort;recoil;takings;earnings
"Its arms were thin and long enough to reach any herbs from its cushion in the center of the cart, and with its long, many-shouldered pole of a torso, it rose over our heads even while seated. Its face was small and wrinkled, with penny-sized smoked glasses balanced on its thin nose. “Would the gentlemen care to purchase some fine herbs?”",nose,snout,schnoz;nostril;snout;snoot;sniffer;beak;whiffer;bill;nostrils
Most say they're driven by the desire to do right by the environment. Some also say they must listen to their customers' concerns or risk a consumer backlash. The nationwide boycott of Chilean seabass is a potent example of the new activism.,customers,regular shopper;clientele;consumer;purchaser;buyer;client 's;client,regular shopper;clientele;consumer;purchaser;buyer;client 's;patron;client;buyer of goods
"Then, with a sigh, he said, “I have need of a certain stone that I once possessed. It would allow me to leave this bed, despite my current illness. My problem is that it was not made in this realm, but by a human, and only a human may handle it.",current,ongoing;recent;present-day;present,ongoing;recent;present-day;afoot;general;widespread;prevailing;present;temporary;prevalent;existent;circulating
"The Italian authorities provided the FBI with information from wiretaps of Tokhtakhounov's home telephone, part of an investigation into his criminal activities. The FBI said explicit conversations about the scheme had been recorded between Tokhtakhounov and his conspirators, and between him and Anissina, who was born in Russia and skated for France, and her mother. The FBI cited a vivid conversation with Anissina's mother in which Tokhtakhounov assured her that even if her daughter ""falls, we will make sure she is No. 1.""",said,put forth;report;disclose;put into words;state;claim;mention;reveal;declare;announce;convey;assert;communicate;affirm,judge;tell;repeat;put forth;report;disclose;put into words;state;divulge;claim;mention;reveal;remark;come out with;make known;gab;declare;announce;suggest;guess;convey;note;rumor;deliver;assert;communicate;reply;affirm;contend;read;answer;speak;relate;allege;maintain;acknowledge
The latch opened under Nepthys’ left hand with a clack! The door took us to the bottom of a flight of wooden stairs. At the top was one door.,took,bring;guide;lead;move,"bring;haul;lay hold of;accompany;draw;guide;pocket;lead;move;select;attract;overwhelm;engage;accommodate;usher;treat;convey;show;obtain;pilot;lug;apprehend;escort;bear;entrap;lease;get;win;nail;sequester;abduct;decide on;execute;earn;purchase;acquire;mark;carry, transport"
"Nevertheless, she gave me what I can only describe as an “appraising glance”. I have never felt so appraised in all my life. “He looks healthy,” she said, “how about a pint of his blood?”",life,lifetime;existence;time;days,entity;lifestyle;duration;history;journey;span;lifetime;day;life span;suffering;career;era;soul;generation;wildlife;realization;existence;spirit;presence;development;time;persons experiences;trials and tribulations;days
"I thought that I could feel a slight itching. “They take about a quarter-pint each,” said Madame Entera, drawing out another skinny leech. “They’re quick, too.",said,claim;comment;respond;answer;state;declare;remark,claim;mention;suggest;note;reveal;utter;render;maintain;comment;respond;verbalize;answer;affirm;convey;communicate;put forth;state;voice;disclose;announce;declare;allege;report;come out with;assert;add;divulge;remark;estimate
he looked at me “ – to close it.” “Thank you.” Nepthys bowed slightly and we walked behind the cart.,Thank,thank;im grateful to,many thank to;bless;be grateful;be obliged;show appreciation;thank;im grateful to
"Sony is paying $27 a share, or $3.55 billion, cash and is assuming $1.4 billion of long-term debt. Still unresolved is Sony's effort to hire producers Jon Peters and Peter Guber to run the studio. Sony's planned acquisition of Guber/Peters Entertainment Co. for $200 million is scheduled to close Monday.",hire,put to work;procure;sign on;employ;bring on board;give job to;take on;appoint;enlist;sign up;recruit;retain,put to work;procure;pick;get;authorize;obtain;secure;sign on;employ;commission for responsibility;make use of;utilize;give work;bring on board;select;give job to;take on;book;pay;place;appoint;rent;pledge;enlist;sign up;recruit;bring in;retain;payroll
